Age,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,RelationshipSatisfaction,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance
31,Travel_Rarely,Research & Development,11,2,Medical,3,Male,3,Healthcare Representative,1,Married,6833,17089,1,4,6,2,2
31,Travel_Rarely,Research & Development,24,3,Medical,3,Female,2,Healthcare Representative,1,Single,6812,17198,1,2,10,2,3
59,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,2,Sales Executive,4,Single,5171,16490,5,4,13,2,3
43,Travel_Rarely,Research & Development,3,3,Life Sciences,3,Male,1,Research Director,4,Married,19740,18625,3,2,25,2,3
49,Travel_Rarely,Research & Development,4,2,Medical,1,Male,2,Manager,3,Married,18711,12124,2,3,23,2,4
36,Travel_Frequently,Research & Development,3,3,Technical Degree,3,Male,3,Research Scientist,2,Married,3692,9256,1,3,12,2,2
48,Travel_Rarely,Research & Development,2,2,Technical Degree,4,Male,4,Laboratory Technician,2,Single,2559,16620,5,3,7,4,2
27,Travel_Rarely,Research & Development,4,2,Life Sciences,1,Male,3,Research Scientist,3,Divorced,2517,3208,1,2,5,2,3
29,Travel_Rarely,Research & Development,7,3,Life Sciences,3,Male,3,Healthcare Representative,4,Divorced,6623,4204,1,2,6,2,3
48,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Male,2,Research Director,4,Single,18265,8733,6,3,25,3,4
29,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,Research Director,4,Divorced,16124,3423,3,2,9,2,2
34,Travel_Rarely,Research & Development,20,3,Technical Degree,3,Female,4,Research Scientist,3,Married,2585,21643,0,4,2,5,2
44,Travel_Rarely,Sales,5,3,Marketing,2,Male,3,Manager,2,Married,18213,8751,7,3,26,5,3
33,Travel_Rarely,Sales,10,5,Marketing,4,Male,4,Sales Executive,3,Divorced,8380,21708,0,4,10,3,3
19,Travel_Rarely,Research & Development,25,3,Life Sciences,2,Female,4,Research Scientist,4,Single,2994,21221,1,4,1,2,3
23,Travel_Rarely,Research & Development,1,2,Life Sciences,4,Male,3,Research Scientist,3,Married,1223,16901,1,4,1,2,3
25,Travel_Frequently,Sales,24,1,Life Sciences,3,Male,1,Sales Representative,4,Single,1118,8040,1,4,1,4,3
26,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,3,Research Scientist,4,Single,2875,9973,1,2,8,2,2
45,Travel_Rarely,Sales,2,3,Marketing,1,Female,1,Manager,2,Single,18824,2493,2,1,26,2,3
55,Non-Travel,Research & Development,8,1,Medical,4,Male,2,Healthcare Representative,2,Divorced,13577,25592,1,4,34,3,3
21,Travel_Frequently,Research & Development,10,2,Life Sciences,1,Female,2,Laboratory Technician,3,Single,2625,25308,1,3,2,2,1
46,Travel_Rarely,Sales,4,2,Marketing,4,Female,2,Manager,2,Married,18789,9946,2,3,26,2,3
34,Travel_Rarely,Sales,2,3,Marketing,3,Female,3,Sales Executive,1,Single,4538,6039,0,4,4,3,3
51,Travel_Frequently,Sales,9,3,Life Sciences,4,Male,3,Manager,2,Divorced,19847,19196,4,1,31,5,2
59,Travel_Rarely,Research & Development,18,4,Medical,4,Male,3,Manufacturing Director,4,Single,10512,20002,6,4,25,6,2
34,Travel_Frequently,Research & Development,19,3,Medical,3,Female,3,Laboratory Technician,2,Divorced,4444,22534,4,3,15,2,4
28,Travel_Frequently,Research & Development,1,4,Medical,4,Male,3,Laboratory Technician,3,Single,2154,6842,0,3,5,2,2
44,Travel_Rarely,Research & Development,4,2,Life Sciences,3,Male,4,Manager,1,Divorced,19190,17477,1,4,26,4,2
34,Travel_Frequently,Human Resources,11,3,Life Sciences,3,Male,2,Human Resources,2,Married,4490,21833,4,4,14,5,4
35,Travel_Rarely,Research & Development,6,1,Life Sciences,3,Male,3,Research Scientist,3,Married,3506,6020,0,4,4,3,3
42,Travel_Rarely,Research & Development,7,4,Medical,2,Female,4,Research Scientist,2,Married,2372,5628,6,4,18,2,3
43,Travel_Rarely,Sales,4,4,Marketing,4,Female,2,Sales Executive,4,Single,10231,20364,3,4,23,3,4
36,Travel_Rarely,Research & Development,2,4,Life Sciences,3,Female,3,Manufacturing Director,2,Single,5410,2323,9,4,18,2,3
44,Travel_Rarely,Research & Development,15,3,Medical,1,Female,3,Healthcare Representative,4,Married,7978,14075,1,4,10,2,3
28,Travel_Frequently,Research & Development,2,3,Life Sciences,4,Male,2,Laboratory Technician,4,Married,3867,14222,1,2,2,2,3
51,Travel_Frequently,Research & Development,6,2,Medical,2,Female,2,Laboratory Technician,3,Single,2838,4257,0,2,8,6,2
30,Non-Travel,Research & Development,9,2,Medical,3,Female,3,Manufacturing Director,3,Single,4695,12858,7,3,10,3,3
29,Travel_Rarely,Research & Development,7,3,Technical Degree,2,Female,3,Laboratory Technician,3,Divorced,3339,17285,3,1,10,2,3
28,Travel_Rarely,Research & Development,1,3,Technical Degree,4,Male,3,Research Scientist,1,Single,2080,4732,2,2,5,2,2
25,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,Research Scientist,2,Single,2096,18830,1,4,2,3,2
32,Travel_Rarely,Sales,8,3,Medical,3,Male,4,Sales Executive,4,Married,6209,11693,1,3,10,4,4
45,Travel_Frequently,Research & Development,25,3,Medical,2,Female,3,Manager,2,Single,18061,13035,3,3,22,4,3
39,Travel_Rarely,Research & Development,13,4,Medical,3,Female,2,Manager,2,Divorced,17123,17334,6,4,21,4,3
58,Travel_Rarely,Research & Development,23,4,Life Sciences,1,Male,3,Research Scientist,3,Divorced,2372,26076,1,4,2,3,3
32,Travel_Rarely,Research & Development,7,2,Life Sciences,4,Male,3,Laboratory Technician,3,Married,4883,22845,1,1,10,3,3
39,Travel_Rarely,Research & Development,23,3,Medical,3,Male,3,Research Scientist,1,Single,3904,22154,0,1,6,2,3
30,Travel_Rarely,Research & Development,6,3,Technical Degree,1,Female,2,Laboratory Technician,4,Married,4627,23631,0,1,10,6,3
36,Travel_Rarely,Research & Development,10,4,Technical Degree,4,Female,3,Healthcare Representative,3,Married,7094,5747,3,1,10,0,3
46,Travel_Rarely,Human Resources,1,2,Life Sciences,4,Female,3,Human Resources,1,Single,3423,22957,6,3,10,3,4
28,Non-Travel,Research & Development,1,3,Life Sciences,3,Female,1,Laboratory Technician,4,Married,6674,16392,0,1,10,6,3
50,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Female,3,Research Director,1,Married,16880,22422,4,2,25,2,3
40,Travel_Rarely,Sales,25,4,Marketing,4,Male,2,Sales Executive,2,Single,9094,17235,2,3,9,2,3
52,Travel_Rarely,Sales,5,3,Life Sciences,2,Male,3,Sales Executive,2,Single,8446,21534,9,3,10,2,2
30,Travel_Rarely,Research & Development,17,4,Medical,2,Female,3,Manager,1,Married,11916,25927,1,4,9,2,3
39,Travel_Rarely,Research & Development,18,2,Life Sciences,1,Male,3,Manufacturing Director,3,Single,4534,13352,0,1,9,6,3
31,Non-Travel,Sales,2,4,Life Sciences,4,Female,3,Sales Executive,3,Divorced,9852,8935,1,1,10,5,2
41,Non-Travel,Sales,10,2,Medical,3,Male,1,Sales Executive,2,Single,6151,22074,1,1,19,4,3
31,Travel_Frequently,Sales,1,3,Life Sciences,4,Female,3,Sales Representative,2,Single,2302,8319,1,1,3,2,4
44,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Male,3,Laboratory Technician,1,Married,2362,14669,4,3,10,4,4
42,Non-Travel,Research & Development,2,1,Life Sciences,3,Male,3,Manager,3,Married,17861,26582,0,4,21,3,2
55,Travel_Rarely,Research & Development,2,2,Medical,4,Female,1,Manager,3,Married,19187,6992,4,4,23,5,3
56,Travel_Rarely,Human Resources,8,4,Life Sciences,4,Male,3,Manager,2,Single,19717,4022,6,1,36,4,3
40,Non-Travel,Research & Development,16,2,Life Sciences,3,Male,3,Research Scientist,3,Divorced,3544,8532,9,2,6,0,3
34,Travel_Rarely,Research & Development,9,3,Life Sciences,4,Male,3,Healthcare Representative,4,Divorced,8500,5494,0,4,10,0,2
40,Travel_Rarely,Research & Development,2,3,Life Sciences,3,Male,3,Research Scientist,4,Single,4661,22455,1,3,9,4,3
41,Travel_Frequently,Sales,1,3,Marketing,3,Female,3,Sales Executive,1,Divorced,4103,4297,0,4,10,2,3
35,Travel_Frequently,Research & Development,4,4,Life Sciences,3,Male,3,Research Scientist,3,Single,4249,2690,1,2,9,3,3
51,Travel_Rarely,Human Resources,5,3,Life Sciences,3,Male,3,Manager,2,Divorced,14026,17588,1,2,33,2,3
38,Travel_Rarely,Sales,2,2,Life Sciences,2,Female,3,Sales Executive,1,Divorced,6893,19461,3,4,11,3,3
34,Travel_Rarely,Sales,15,2,Medical,3,Female,3,Sales Executive,1,Single,6125,23553,1,4,10,6,4
25,Travel_Rarely,Research & Development,19,1,Medical,4,Male,3,Laboratory Technician,4,Married,3669,9075,3,3,7,6,2
58,Travel_Rarely,Research & Development,7,4,Medical,3,Female,2,Manufacturing Director,1,Married,10008,12023,7,4,31,0,2
40,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,3,Laboratory Technician,2,Married,2387,6762,3,3,7,3,3
36,Travel_Frequently,Sales,7,3,Marketing,1,Female,4,Sales Executive,1,Married,4639,2261,2,4,17,2,2
48,Travel_Rarely,Research & Development,4,3,Life Sciences,4,Male,3,Manufacturing Director,4,Single,7898,18706,1,3,11,2,3
27,Travel_Rarely,Sales,11,3,Medical,3,Female,4,Sales Representative,4,Married,2534,6527,8,2,5,4,3
51,Travel_Rarely,Research & Development,11,2,Technical Degree,4,Female,2,Manufacturing Director,2,Single,13142,24439,3,2,29,1,2
18,Non-Travel,Research & Development,1,3,Life Sciences,4,Female,3,Laboratory Technician,4,Single,1611,19305,1,3,0,5,4
35,Travel_Rarely,Research & Development,1,3,Medical,4,Female,2,Laboratory Technician,4,Married,5363,10846,0,2,10,0,3
27,Travel_Frequently,Sales,2,1,Life Sciences,4,Male,1,Sales Executive,4,Single,5071,20392,3,2,8,3,3
55,Travel_Rarely,Sales,13,4,Marketing,1,Male,4,Sales Executive,3,Single,13695,9277,6,3,24,2,2
56,Travel_Rarely,Research & Development,23,3,Life Sciences,4,Male,3,Manufacturing Director,2,Married,13402,18235,4,1,33,0,3
34,Non-Travel,Research & Development,26,1,Technical Degree,1,Female,2,Research Scientist,3,Divorced,2029,15891,1,3,5,2,3
40,Travel_Rarely,Research & Development,2,1,Medical,2,Female,4,Healthcare Representative,3,Divorced,6377,13888,5,2,15,0,3
34,Travel_Rarely,Research & Development,29,3,Medical,2,Male,3,Laboratory Technician,3,Married,5429,17491,4,1,10,1,3
31,Travel_Frequently,Sales,2,3,Life Sciences,3,Female,2,Sales Representative,4,Single,2785,11882,7,3,3,3,4
35,Travel_Frequently,Sales,18,4,Marketing,4,Female,3,Sales Executive,3,Married,4614,23288,0,3,5,0,2
38,Travel_Frequently,Research & Development,7,3,Life Sciences,4,Male,4,Research Scientist,3,Divorced,2610,15748,1,4,4,2,3
34,Travel_Rarely,Research & Development,2,4,Technical Degree,3,Female,3,Healthcare Representative,4,Single,6687,6163,1,4,14,2,4
28,Travel_Rarely,Sales,26,3,Life Sciences,3,Male,2,Sales Executive,1,Married,4724,24232,1,3,5,0,3
31,Travel_Rarely,Research & Development,22,4,Medical,4,Male,3,Manufacturing Director,3,Married,6179,21057,1,4,10,3,2
39,Travel_Rarely,Sales,21,4,Life Sciences,1,Male,2,Sales Executive,4,Married,6120,3567,3,4,8,2,4
51,Travel_Frequently,Sales,2,3,Marketing,2,Male,3,Sales Executive,2,Married,10596,15395,2,2,14,5,3
41,Travel_Frequently,Research & Development,22,3,Life Sciences,4,Female,3,Research Scientist,4,Divorced,5467,13953,3,1,12,4,2
37,Travel_Rarely,Research & Development,4,1,Life Sciences,3,Male,3,Research Scientist,3,Married,2996,5182,7,4,8,2,3
33,Travel_Frequently,Sales,5,1,Life Sciences,2,Male,3,Sales Executive,4,Married,9998,19293,6,1,8,2,4
32,Travel_Rarely,Sales,2,1,Marketing,3,Male,3,Sales Executive,2,Married,4078,20497,0,1,4,3,2
39,Non-Travel,Research & Development,25,2,Life Sciences,3,Male,3,Healthcare Representative,3,Married,10920,3449,3,2,13,2,3
25,Travel_Rarely,Sales,18,1,Life Sciences,1,Male,4,Sales Executive,3,Married,6232,12477,2,2,6,3,2
52,Travel_Frequently,Research & Development,28,2,Medical,4,Female,4,Manufacturing Director,3,Married,13247,9731,2,2,24,3,2
43,Travel_Rarely,Research & Development,6,3,Medical,1,Female,2,Research Scientist,3,Single,4081,20003,1,1,20,3,1
27,Travel_Rarely,Sales,10,3,Marketing,4,Female,2,Sales Executive,4,Married,5769,7100,1,4,6,3,3
27,Travel_Rarely,Research & Development,17,4,Life Sciences,4,Female,3,Research Scientist,3,Single,2394,25681,1,4,8,2,3
26,Travel_Rarely,Research & Development,2,1,Medical,1,Male,2,Research Scientist,4,Single,3904,4050,0,4,5,2,3
42,Travel_Rarely,Human Resources,10,3,Human Resources,3,Female,3,Manager,1,Married,16799,16616,0,3,21,5,3
52,Travel_Rarely,Research & Development,8,4,Other,3,Female,3,Laboratory Technician,1,Married,2950,17363,9,3,12,2,1
37,Travel_Rarely,Research & Development,11,3,Medical,1,Female,3,Laboratory Technician,3,Single,3629,19106,4,1,8,6,3
35,Travel_Frequently,Research & Development,18,2,Life Sciences,3,Male,3,Manufacturing Director,4,Single,9362,19944,2,3,10,2,3
25,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,3,Laboratory Technician,4,Married,3229,4910,4,2,7,2,2
26,Travel_Rarely,Research & Development,7,3,Other,3,Male,4,Laboratory Technician,1,Single,3578,23577,0,4,8,2,3
29,Travel_Rarely,Human Resources,17,3,Other,2,Male,2,Human Resources,1,Single,7988,9769,1,1,10,3,2
49,Travel_Frequently,Research & Development,28,2,Life Sciences,1,Male,2,Laboratory Technician,1,Single,4284,22710,3,1,20,2,3
29,Travel_Frequently,Research & Development,14,1,Other,3,Female,3,Healthcare Representative,4,Single,7553,22930,0,1,9,1,3
54,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,Research Director,4,Single,17328,5652,6,4,29,3,2
58,Travel_Rarely,Research & Development,1,3,Medical,4,Female,3,Research Director,1,Married,19701,22456,3,3,32,3,3
55,Travel_Rarely,Research & Development,1,4,Medical,2,Male,4,Research Director,4,Divorced,14732,12414,2,4,31,4,4
36,Travel_Rarely,Sales,3,4,Marketing,1,Female,3,Sales Executive,2,Single,9278,20763,3,4,15,3,3
31,Travel_Frequently,Sales,1,4,Life Sciences,2,Female,1,Sales Representative,3,Single,1359,16154,1,2,1,3,3
30,Travel_Rarely,Sales,7,4,Marketing,4,Female,3,Sales Executive,1,Divorced,4779,12761,7,2,8,3,3
31,Travel_Rarely,Research & Development,8,5,Life Sciences,1,Female,3,Research Director,2,Single,16422,8847,3,3,9,3,4
34,Travel_Frequently,Research & Development,1,4,Other,4,Male,3,Research Scientist,1,Divorced,2996,20284,5,3,10,2,3
31,Travel_Rarely,Research & Development,8,3,Life Sciences,1,Female,2,Research Scientist,2,Single,1261,22262,1,3,1,3,4
27,Travel_Rarely,Research & Development,11,1,Life Sciences,2,Male,3,Laboratory Technician,1,Married,2099,7679,0,2,6,3,4
36,Travel_Rarely,Research & Development,4,4,Life Sciences,1,Male,2,Laboratory Technician,4,Single,5810,22604,1,3,10,2,2
36,Travel_Rarely,Sales,16,4,Marketing,3,Female,2,Sales Executive,1,Married,5647,13494,4,1,11,3,2
47,Travel_Rarely,Research & Development,1,3,Technical Degree,1,Male,3,Research Scientist,4,Married,3420,10205,7,3,17,2,2
25,Travel_Rarely,Sales,9,2,Life Sciences,1,Male,2,Sales Representative,1,Married,4400,15182,3,1,6,2,3
37,Non-Travel,Research & Development,5,2,Technical Degree,3,Male,4,Laboratory Technician,3,Single,3500,25470,0,1,7,2,1
56,Travel_Rarely,Research & Development,1,2,Life Sciences,1,Female,3,Research Scientist,1,Married,2066,10494,2,4,5,3,4
47,Travel_Rarely,Research & Development,2,4,Medical,1,Female,3,Research Director,3,Married,17169,26703,3,2,26,2,4
24,Travel_Rarely,Sales,4,1,Medical,4,Female,3,Sales Executive,3,Married,4162,15211,1,3,5,3,3
32,Travel_Rarely,Sales,7,5,Marketing,4,Male,3,Sales Executive,4,Married,9204,23343,4,3,7,3,2
34,Travel_Rarely,Research & Development,1,3,Life Sciences,4,Female,2,Laboratory Technician,2,Married,3294,3708,5,1,7,2,2
41,Travel_Rarely,Research & Development,5,5,Medical,2,Male,4,Research Scientist,3,Married,2127,5561,2,1,7,5,2
40,Non-Travel,Research & Development,9,4,Other,3,Male,3,Laboratory Technician,3,Divorced,3975,23099,3,3,11,2,4
31,Travel_Rarely,Sales,8,2,Life Sciences,1,Male,3,Sales Executive,4,Divorced,10793,8386,1,1,13,5,3
46,Travel_Rarely,Sales,9,3,Marketing,1,Male,3,Sales Executive,4,Divorced,10096,15986,4,1,28,1,4
39,Non-Travel,Research & Development,2,3,Life Sciences,1,Female,2,Laboratory Technician,1,Single,3646,17181,2,2,11,2,4
31,Travel_Frequently,Research & Development,1,5,Life Sciences,3,Female,4,Manufacturing Director,2,Single,7446,8931,1,1,10,2,3
45,Travel_Rarely,Research & Development,20,3,Medical,2,Male,1,Healthcare Representative,1,Divorced,10851,19863,2,2,24,2,3
31,Travel_Rarely,Human Resources,8,2,Medical,4,Female,4,Human Resources,2,Single,2109,24609,9,4,8,3,3
31,Travel_Frequently,Research & Development,2,3,Life Sciences,2,Male,3,Laboratory Technician,4,Married,3722,21081,6,3,7,2,1
45,Travel_Rarely,Research & Development,29,3,Technical Degree,2,Male,3,Manufacturing Director,4,Married,9380,14720,4,4,10,4,4
48,Travel_Rarely,Sales,7,3,Marketing,3,Male,3,Sales Executive,1,Divorced,5486,24795,4,1,15,3,3
34,Travel_Rarely,Human Resources,9,4,Technical Degree,1,Female,3,Human Resources,3,Married,2742,3072,1,4,2,0,3
40,Non-Travel,Research & Development,8,1,Medical,4,Male,2,Research Director,2,Divorced,13757,25178,2,3,16,5,3
28,Travel_Rarely,Sales,5,3,Medical,4,Male,3,Sales Executive,1,Single,8463,23490,0,4,6,4,3
44,Non-Travel,Research & Development,5,3,Life Sciences,3,Male,2,Laboratory Technician,3,Single,3162,7973,3,4,7,5,3
53,Travel_Rarely,Research & Development,2,3,Medical,4,Male,4,Research Director,2,Single,16598,19764,4,2,35,2,2
49,Travel_Rarely,Research & Development,5,4,Technical Degree,1,Male,3,Healthcare Representative,3,Married,6651,21534,2,2,20,0,2
40,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,Research Scientist,3,Divorced,2345,8045,2,3,8,3,4
44,Travel_Rarely,Research & Development,20,3,Life Sciences,4,Male,3,Research Scientist,2,Single,3420,21158,1,3,6,3,2
33,Travel_Frequently,Sales,7,3,Medical,4,Male,3,Sales Executive,1,Married,4373,17456,0,1,5,2,3
34,Travel_Rarely,Sales,3,3,Other,4,Male,1,Sales Executive,1,Single,4759,15891,3,4,15,2,3
30,Travel_Rarely,Sales,16,1,Life Sciences,4,Male,3,Sales Executive,3,Married,5301,2939,8,3,4,2,2
42,Travel_Frequently,Research & Development,9,2,Medical,1,Female,3,Laboratory Technician,4,Single,3673,16458,1,3,12,3,3
44,Travel_Frequently,Sales,1,5,Marketing,1,Female,3,Sales Executive,3,Married,4768,9282,7,3,11,4,2
30,Non-Travel,Research & Development,7,3,Technical Degree,3,Male,3,Research Scientist,3,Divorced,1274,7152,1,2,1,2,2
57,Travel_Rarely,Research & Development,1,2,Life Sciences,2,Male,4,Research Scientist,3,Married,4900,2721,0,1,13,2,2
49,Travel_Rarely,Research & Development,7,4,Life Sciences,3,Male,3,Healthcare Representative,2,Divorced,10466,20948,3,2,29,3,3
34,Travel_Frequently,Research & Development,15,3,Medical,2,Male,3,Research Director,1,Divorced,17007,11929,7,4,16,3,2
28,Travel_Frequently,Sales,1,3,Technical Degree,1,Male,3,Sales Representative,3,Married,2909,15747,3,4,5,3,4
29,Travel_Frequently,Sales,13,3,Technical Degree,1,Female,3,Sales Executive,2,Single,5765,17485,5,1,7,4,1
34,Travel_Rarely,Sales,24,4,Medical,1,Female,2,Sales Executive,2,Single,4599,7815,0,3,16,2,4
35,Travel_Rarely,Sales,7,1,Life Sciences,4,Male,3,Sales Representative,3,Married,2404,16192,1,1,1,3,3
24,Travel_Frequently,Research & Development,9,3,Medical,2,Male,3,Laboratory Technician,1,Single,3172,16998,2,3,4,2,2
24,Non-Travel,Sales,13,2,Life Sciences,4,Female,3,Sales Representative,2,Married,2033,7103,1,3,1,2,3
44,Travel_Frequently,Research & Development,2,1,Medical,2,Male,3,Manufacturing Director,3,Single,10209,19719,5,2,16,2,2
29,Travel_Rarely,Sales,19,3,Life Sciences,3,Male,2,Sales Executive,3,Divorced,8620,23757,1,3,10,3,3
30,Travel_Rarely,Human Resources,1,3,Life Sciences,3,Male,3,Human Resources,3,Divorced,2064,15428,0,1,6,3,4
55,Travel_Rarely,Research & Development,4,4,Life Sciences,4,Male,3,Healthcare Representative,3,Married,4035,16143,0,2,4,2,3
33,Travel_Rarely,Research & Development,4,4,Medical,1,Female,2,Laboratory Technician,2,Married,3838,8192,8,4,8,5,3
47,Travel_Rarely,Sales,14,3,Medical,3,Female,3,Sales Executive,3,Married,4591,24200,3,3,11,4,2
28,Travel_Frequently,Research & Development,2,2,Medical,3,Male,2,Laboratory Technician,1,Single,2561,5355,7,3,8,2,2
28,Travel_Rarely,Research & Development,1,3,Life Sciences,1,Male,2,Research Scientist,3,Divorced,1563,12530,1,4,1,2,1
28,Travel_Frequently,Sales,7,3,Life Sciences,3,Male,3,Sales Executive,1,Single,4898,11827,0,4,5,5,3
49,Travel_Rarely,Research & Development,3,2,Medical,3,Female,2,Laboratory Technician,1,Married,4789,23070,4,1,10,3,3
29,Travel_Frequently,Research & Development,2,1,Life Sciences,4,Female,3,Laboratory Technician,2,Married,3180,4668,0,3,4,3,3
28,Travel_Rarely,Research & Development,29,1,Life Sciences,3,Male,1,Manufacturing Director,2,Married,6549,3173,1,2,8,2,2
33,Travel_Rarely,Research & Development,8,5,Life Sciences,4,Male,3,Healthcare Representative,3,Single,6388,22049,2,1,14,6,3
32,Travel_Rarely,Research & Development,10,3,Medical,3,Male,3,Manager,4,Single,11244,21072,2,2,10,5,4
54,Travel_Frequently,Research & Development,11,4,Medical,2,Female,3,Manager,4,Divorced,16032,24456,3,1,26,2,3
29,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Male,2,Research Scientist,1,Single,2362,7568,6,3,11,2,1
44,Travel_Rarely,Research & Development,28,3,Life Sciences,4,Male,3,Research Director,1,Married,16328,22074,3,3,24,1,4
39,Travel_Rarely,Research & Development,6,3,Life Sciences,2,Female,3,Manufacturing Director,2,Single,8376,9150,4,4,9,3,3
46,Travel_Rarely,Sales,3,3,Life Sciences,3,Female,3,Manager,2,Married,16606,11380,8,4,23,2,4
35,Travel_Rarely,Research & Development,16,3,Life Sciences,4,Female,2,Healthcare Representative,2,Single,8606,21195,1,4,11,3,1
23,Travel_Rarely,Research & Development,20,1,Life Sciences,1,Male,3,Laboratory Technician,3,Single,2272,24812,0,2,5,2,3
40,Travel_Rarely,Research & Development,9,4,Life Sciences,4,Male,3,Laboratory Technician,1,Single,2018,21831,3,2,15,3,1
34,Travel_Rarely,Sales,1,3,Technical Degree,4,Male,2,Sales Executive,3,Married,7083,12288,1,4,10,3,3
31,Travel_Frequently,Research & Development,3,3,Life Sciences,4,Female,3,Research Scientist,3,Single,4084,4156,1,1,7,2,1
50,Travel_Frequently,Research & Development,22,5,Medical,3,Male,1,Research Director,4,Single,14411,24450,1,4,32,2,3
34,Travel_Rarely,Sales,7,2,Technical Degree,2,Male,3,Sales Representative,3,Married,2308,4944,0,2,12,4,3
42,Travel_Rarely,Research & Development,2,3,Medical,3,Male,2,Laboratory Technician,2,Married,4841,24052,4,2,4,3,3
37,Travel_Rarely,Research & Development,13,3,Medical,1,Male,3,Research Scientist,4,Married,4285,3031,1,1,10,2,3
29,Travel_Rarely,Research & Development,8,1,Other,3,Female,1,Healthcare Representative,1,Married,9715,7288,3,3,9,3,3
33,Travel_Rarely,Research & Development,25,3,Life Sciences,4,Male,2,Manufacturing Director,2,Single,4320,24152,1,4,5,2,3
45,Travel_Rarely,Research & Development,28,3,Technical Degree,4,Male,3,Research Scientist,4,Married,2132,4585,4,4,8,3,3
42,Travel_Frequently,Research & Development,2,3,Life Sciences,4,Male,3,Healthcare Representative,4,Married,10124,18611,2,3,24,3,1
40,Travel_Rarely,Sales,9,2,Medical,1,Male,3,Sales Executive,1,Married,5473,19345,0,4,9,5,4
33,Travel_Rarely,Research & Development,28,4,Life Sciences,2,Male,3,Laboratory Technician,3,Married,5207,22949,1,2,15,3,3
40,Travel_Rarely,Human Resources,6,2,Medical,3,Male,3,Manager,4,Single,16437,17381,1,4,21,2,3
24,Travel_Rarely,Research & Development,21,2,Technical Degree,3,Male,2,Laboratory Technician,1,Divorced,2296,10036,0,2,2,3,3
40,Non-Travel,Research & Development,8,2,Life Sciences,4,Male,3,Healthcare Representative,4,Divorced,4069,8841,3,3,8,2,3
45,Travel_Rarely,Research & Development,1,4,Technical Degree,1,Male,3,Healthcare Representative,2,Divorced,7441,20933,1,1,10,4,3
35,Travel_Rarely,Sales,28,4,Life Sciences,2,Female,2,Sales Representative,3,Married,2430,26204,0,1,6,5,3
32,Travel_Rarely,Research & Development,5,2,Life Sciences,4,Female,2,Research Scientist,2,Married,5878,15624,3,1,12,2,3
36,Travel_Rarely,Sales,2,4,Life Sciences,3,Male,3,Sales Representative,4,Single,2644,17001,3,4,7,3,2
48,Travel_Rarely,Sales,16,4,Life Sciences,3,Female,3,Sales Executive,3,Divorced,6439,13693,8,3,18,2,3
29,Travel_Rarely,Research & Development,9,3,Life Sciences,3,Male,4,Research Scientist,3,Married,2451,22376,6,1,5,2,2
33,Travel_Rarely,Sales,8,4,Life Sciences,1,Male,3,Sales Executive,1,Married,6392,10589,2,4,8,6,1
30,Travel_Rarely,Sales,1,3,Life Sciences,2,Male,2,Sales Executive,1,Married,9714,5323,1,4,10,4,3
38,Travel_Frequently,Human Resources,10,4,Human Resources,3,Male,3,Human Resources,3,Married,6077,14814,3,3,10,2,3
35,Travel_Rarely,Research & Development,1,3,Medical,4,Male,2,Laboratory Technician,1,Single,2450,21731,1,2,3,3,3
30,Travel_Rarely,Sales,29,4,Technical Degree,3,Male,3,Sales Executive,2,Married,9250,17799,3,2,9,3,3
35,Travel_Rarely,Research & Development,2,3,Life Sciences,1,Female,3,Laboratory Technician,1,Divorced,2074,26619,1,4,1,2,3
53,Travel_Rarely,Research & Development,2,5,Technical Degree,3,Female,2,Manufacturing Director,4,Married,10169,14618,0,2,34,4,3
38,Travel_Rarely,Research & Development,2,3,Medical,3,Male,3,Manufacturing Director,2,Married,4855,7653,4,1,7,2,3
32,Non-Travel,Research & Development,1,4,Technical Degree,4,Male,3,Research Scientist,1,Married,4087,25174,4,2,9,3,2
48,Travel_Rarely,Research & Development,15,4,Other,3,Female,3,Research Scientist,1,Married,2367,16530,8,4,10,3,2
34,Travel_Rarely,Research & Development,7,4,Medical,1,Male,3,Research Scientist,4,Single,2972,22061,1,3,1,4,1
55,Travel_Rarely,Sales,26,5,Marketing,3,Male,2,Manager,4,Married,19586,23037,1,3,36,3,3
34,Travel_Rarely,Research & Development,1,4,Life Sciences,2,Male,3,Research Scientist,4,Married,5484,13008,9,2,9,3,2
26,Travel_Rarely,Research & Development,3,3,Life Sciences,1,Female,3,Research Scientist,4,Married,2061,11133,1,1,1,5,3
